554,7,7,8,7
549,6,6,8,6
528,3,3,4,5
471,7,7,6,7
456,6,6,12,7
585,6,6,10,7
432,4,4,5,0
407,3,3,5,3
416,5,5,10,4
400,5,5,4,4
433,3,3,2,7
375,3,3,4,3
344,5,5,8,7
392,9,9,11,0
480,6,6,7,4
346,5,5,5,7
334,3,3,4,4
311,3,3,5,5
377,3,3,2,1
399,4,4,5,3
434,5,5,7,7
367,5,5,4,2
352,2,2,4,4
344,3,3,5,4
304,6,6,5,3
336,4,4,6,7
288,3,3,3,4
272,5,5,8,7
352,3,3,2,5
384,3,3,3,7
304,7,7,5,7
