500,60,40,1
50,60,100,1
200,90,80,1
150,80,100,0
150,0,100,3
350,0,70,2
250,80,10,1
450,20,80,1
100,50,60,1
350,40,100,1
100,10,30,2
300,40,70,1
200,30,80,1
350,30,90,1
350,80,100,1
150,60,10,2
350,80,80,1
50,70,30,2
250,30,100,1
250,10,50,1
150,40,40,1
300,30,30,1
100,100,30,1
500,50,100,1
100,50,40,2
200,100,50,1
