733,5,,9,3
504,5,,5,0
436,5,,5,5
393,4,,4,7
508,7,,10,7
652,7,,11,5
352,3,,6,4
330,4,,5,7
334,3,,3,7
383,3,,5,4
399,4,,5,4
370,3,,5,3
313,5,,4,7
333,3,,3,7
683,11,,15,7
960,5,,9,7
600,5,,9,4
691,7,,7,7
323,4,,5,6
348,5,,6,3
357,3,,5,4
348,7,,6,7
427,3,,4,3
328,3,,4,4
335,3,,3,7
314,5,,6,7
307,6,,5,5
